FIPS,State,County,Some_College,Unemployment,High_School_Grad,Severe_Housing_Cost_Burden,Child_Care_Cost_Burden,Voter Turnout,Feelings of Loneliness
16065,Idaho,Madison,83.471873188,2.1745457569,97.03403925,14.280623608,22.929116011,61.256488276,30.3
16067,Idaho,Minidoka,48.129992738,2.7279552849,82.070484581,11.751025992,19.628393773,61.93723363,32.1
16069,Idaho,Nez Perce,62.14369387,2.7766266059,92.929700639,15.178839796,23.889678703,66.183712121,31
16071,Idaho,Oneida,67.267267267,3.007828595,94.23013518,6.1224489796,18.938886158,80.891089109,30.5
16073,Idaho,Owyhee,42.161799261,3.8675022381,77.729098211,5.87244284,20.946936624,60.215873016,32.9
16075,Idaho,Payette,52.998717126,3.8165961489,86.692513826,7.3484848485,18.828111118,68.359564165,31.9
16077,Idaho,Power,50.726817043,3.8203919623,88.019169329,3.6417688592,19.521073637,66.107526882,31.9
16079,Idaho,Shoshone,47.338842975,5.2085135837,88.76564567,8.4357541899,21.213941305,60.159124814,31
16081,Idaho,Teton,72.550127083,2.2947925861,92.594339623,10.180072029,23.92012224,77.026699029,29.4
16083,Idaho,Twin Falls,62.64152497,3.2035430062,88.652625214,9.9891556933,20.030301212,62.78121775,30.4
16085,Idaho,Valley,74.773565917,3.6990595611,90.986124351,11.612021858,18.435208988,76.855277476,31.1
16087,Idaho,Washington,55.87315766,4.0236168817,88.729992128,14.128574921,23.275636668,72.80653951,32.5
17000,Illinois,,71.409669202,4.4609205786,90.257909527,13.315701648,30.367310924,66.565314067,
17001,Illinois,Adams,64.355607055,3.6289540074,93.451115834,7.6156848169,27.270433905,66.285092922,
17003,Illinois,Alexander,42.211055276,6.2948647156,86.657303371,13.2879046,30.774972558,56.301075269,
17005,Illinois,Bond,61.173923503,4.2387429024,89.309498773,8.7631447171,34.758622774,61.494903737,
17007,Illinois,Boone,60.288750101,7.0475045099,85.605012843,11.24465812,27.665435648,66.905048882,
17009,Illinois,Brown,45.561826578,2.3586429725,79.610829103,4.5317220544,24.704243125,46.989748369,
17011,Illinois,Bureau,61.512215095,5.6921906694,90.963906582,8.9677891654,25.729200945,69.059219647,
17013,Illinois,Calhoun,69.791666667,4.2330450614,93.397129187,7.380952381,17.132857497,73.139841689,
17015,Illinois,Carroll,53.025006722,4.3820846005,87.693511915,6.0080321285,32.835339292,69.142610944,
17017,Illinois,Cass,47.852573865,4.3785554215,86.743383199,6.0270106833,29.138527937,63.676646707,
17019,Illinois,Champaign,78.143241167,4.1404719959,95.137027787,15.613406678,47.140857984,61.718400311,
17021,Illinois,Christian,51.012913162,5.0572166851,90.911700775,7.2465960666,23.545767378,62.455193679,
17023,Illinois,Clark,66.938431262,4.6329392356,92.03892493,7.6100628931,32.117508181,69.488565489,
17025,Illinois,Clay,57.32689211,5.3252385082,87.708830549,6.400742115,33.563105203,67.576054956,
17027,Illinois,Clinton,68.496445002,3.2525573543,92.035934953,6.8344558667,21.317868663,65.471311475,
17029,Illinois,Coles,67.037207166,4.4166520903,91.495330187,11.670835418,30.288594789,54.650066481,
17031,Illinois,Cook,74.114730993,4.4219038942,88.338475046,16.939878445,28.964455535,65.376016446,
17033,Illinois,Crawford,62.133171423,4.015923194,88.168473851,8.5203601666,30.78637327,62.479284057,
17035,Illinois,Cumberland,66.164154104,3.4568721954,93.868250242,5.1929143412,27.355347709,70.265060241,
17037,Illinois,DeKalb,72.120730739,4.6782979976,92.356793501,14.773235178,39.071703222,61.184673447,
17039,Illinois,De Witt,60.05074711,4.3536146984,92.752966754,8.7786259542,29.840516143,65.743547726,
17041,Illinois,Douglas,57.279771615,3.6175205319,86.067551267,8.764940239,25.616744074,60.680555556,
17043,Illinois,DuPage,79.794915812,3.3709012446,93.190162669,11.678630591,31.740974662,74.715871023,
17045,Illinois,Edgar,51.432396252,3.7242296608,90.078265123,7.239758227,33.121523681,59.326818675,
17047,Illinois,Edwards,62.826420891,4.6692607004,91.871236684,3.7714285714,32.348372225,68,
17049,Illinois,Effingham,70.743321719,3.2447623914,93.160446974,5.9351620948,21.019152416,74.048590865,
17051,Illinois,Fayette,46.174043511,4.8956083513,87.308939324,8.6428089129,25.261492769,59.661821418,
17053,Illinois,Ford,62.272,4.3748060813,91.899741824,9.8225267967,30.518914358,68.841584158,
17055,Illinois,Franklin,61.531322506,5.4805751766,89.213728667,11.61875,32.922163212,62.138448707,
17057,Illinois,Fulton,55.650912607,5.3393727266,90.89636431,6.5136612022,30.692691611,60.340086831,
17059,Illinois,Gallatin,61.256038647,5.4305283757,86.390203173,5.4676258993,22.831210863,68.040712468,
17061,Illinois,Greene,55.617977528,4.4459762192,90.407389863,5.4545454545,35.1114192,60.780868716,
17063,Illinois,Grundy,68.864007118,4.5553310716,94.193310239,9.9900299103,24.647686677,71.75,
17065,Illinois,Hamilton,62.328390994,3.7857802401,89.023090586,3.8034865293,18.869134897,67.952755906,
17067,Illinois,Hancock,72.040370977,4.0880901152,94.022732692,5.4371584699,30.909348978,66.782918149,
17069,Illinois,Hardin,53.269754768,5.544005544,88.456375839,2.9034436192,17.334426742,64.924924925,
17071,Illinois,Henderson,55.69823435,4.1512652829,92.063492063,4.5403796055,34.579140712,66.490428441,
17073,Illinois,Henry,64.871235268,4.9496998901,92.07369569,6.4319839075,30.171589388,67.889300847,
17075,Illinois,Iroquois,55.964577184,4.6000154883,89.14228266,10.262206148,31.673205631,66.817532158,
17077,Illinois,Jackson,68.873103003,4.3939449744,92.07332411,17.492260062,47.623682412,50.48606466,
17079,Illinois,Jasper,72.509960159,4.0280933691,93.067323987,6.576819407,28.43801842,76.383561644,
17081,Illinois,Jefferson,60.706401766,4.7081210484,91.378376287,9.2137166609,36.101613729,59.643591501,
17083,Illinois,Jersey,65.672895234,3.8964679499,93.70951586,7.2420506165,29.379400781,69.220063787,
17085,Illinois,Jo Daviess,71.138882339,4.0814402865,93.434312956,8.7830368807,27.729556875,72.948044367,
17087,Illinois,Johnson,43.318777293,5.8235867446,85.933952528,8.2559598494,26.057631412,64.337831084,
17089,Illinois,Kane,67.255389782,5.1118402325,87.00517978,11.595371864,31.009913577,66.214340786,
17091,Illinois,Kankakee,57.370091385,5.8410315627,90.960365429,13.109602815,27.63290529,60.822719239,
17093,Illinois,Kendall,77.198200062,3.8291544467,93.607921796,9.2730661696,23.010139085,74.740346983,
17095,Illinois,Knox,58.374230392,5.4953252437,89.317773788,12.282688993,50.511560041,59.318210945,
17097,Illinois,Lake,72.753765095,5.0357202238,90.587324481,12.543024093,25.391097287,70.696862637,
17099,Illinois,LaSalle,60.232827133,5.790702198,91.376721549,9.8368036016,28.157840083,64.046608903,
17101,Illinois,Lawrence,52.317128578,5.3401898734,85.131221719,5.5657943236,37.947338976,50.540007883,
17103,Illinois,Lee,59.577848389,4.3975007438,90.485134271,8.8938381589,35.103156251,60.651007953,
17105,Illinois,Livingston,54.134323321,4.0778383738,90.285668878,9.0643478261,32.380660598,62,
17107,Illinois,Logan,58.728599495,4.7069193477,91.497397162,7.1297148114,32.218774603,57.67462039,
17109,Illinois,McDonough,70.542635659,4.6322378717,94.270677591,15.878070974,38.322736546,49.98982706,
17111,Illinois,McHenry,71.619221729,3.7327503918,93.719360602,9.8163283241,30.264315004,73.396184163,
17113,Illinois,McLean,78.978146405,3.855060318,95.80289899,11.275398562,40.150963302,67.451254022,
17115,Illinois,Macon,60.210491285,6.0434455603,93.049330524,10.59869591,37.058640408,61.445633242,
17117,Illinois,Macoupin,58.942213516,4.1064638783,90.830568943,8.198508319,29.687144159,67.724837891,
17119,Illinois,Madison,74.016596775,4.1301853753,93.699758788,10.447691518,34.535617674,67.062275361,
17121,Illinois,Marion,57.134850353,4.8719772404,90.341304853,9.0566037736,29.495746157,60.776327241,
17123,Illinois,Marshall,58.291065158,5.1895043732,91.010707142,7.3804573805,28.34467443,69.527991218,
17125,Illinois,Mason,59.050655331,5.2116714454,92.080479452,6.9398430689,31.746210536,63.352059925,
17127,Illinois,Massac,52.835629606,5.0390479732,89.254233931,7.4585635359,35.369918559,62.821576763,
17129,Illinois,Menard,70.400858984,3.9076376554,94.166182452,5.2952755906,23.42769626,73.118733509,
17131,Illinois,Mercer,63.40974212,4.7044791943,93.31061693,8.2894106373,25.488339516,73.678541839,
17133,Illinois,Monroe,81.813915288,3.0717809963,95.774421594,5.145631068,19.737557264,79.22082787,
17135,Illinois,Montgomery,55.027499647,5.0668543279,89.951544222,7.4794520548,32.304163435,60.391553014,
17137,Illinois,Morgan,51.844262295,4.1722832017,89.626736111,8.3498854087,29.236945292,56.303788157,
17139,Illinois,Moultrie,54.309327037,3.6244965977,85.687847008,6.2038664323,23.715171128,62.357836338,
17141,Illinois,Ogle,66.556181637,5.3849708069,91.040124659,9.4578166788,27.49619122,68.505867014,
17143,Illinois,Peoria,72.006140142,5.4695274387,93.352438843,12.764801738,37.062013901,62.922333371,
17145,Illinois,Perry,51.632942847,5.3012671321,85.346941481,8.8679245283,34.182715263,59.485207101,
17147,Illinois,Piatt,72.354863031,3.7828013177,96.036610966,6.8421052632,30.217740256,77.767220903,
17149,Illinois,Pike,55.82305146,4.549522673,91.790752351,9.8136645963,29.126726031,66.021594684,
17151,Illinois,Pope,62.074074074,3.9466370206,91.733519358,5.3846153846,19.572065481,61.354019746,
17153,Illinois,Pulaski,36.028751123,7.6642335766,87.40490279,8.7362637363,31.899416078,61.959858323,
17155,Illinois,Putnam,66.341463415,5.6361795478,93.586640852,7.2727272727,27.655063669,74.179431072,
17157,Illinois,Randolph,52.135135135,4.0041991602,87.880594277,5.8736383442,35.303292403,58.396078431,
17159,Illinois,Richland,61.458046768,4.2177808408,91.91465983,6.4285714286,34.267056496,67.501046463,
17161,Illinois,Rock Island,61.837047314,5.1085872494,90.225946705,10.659983292,35.042627291,63.440083626,
17163,Illinois,St. Clair,69.448552715,4.6333598694,92.744930837,11.945756514,30.810368597,65.264311008,
17165,Illinois,Saline,69.523979957,4.9739311783,88.761009982,10.237014624,37.428260625,59.654986523,
17167,Illinois,Sangamon,71.57481763,4.278261584,93.708093563,11.565280115,28.377897102,69.960595739,
17169,Illinois,Schuyler,54.885245902,4.335443038,92.031042968,4.9812734082,33.675749488,69.255319149,
17171,Illinois,Scott,59.69581749,5.1047120419,93.183804253,3.8521603332,25.860297512,70.45045045,
17173,Illinois,Shelby,63.977197983,4.3543997581,94.492368945,5.9723820483,28.827712845,71.579881657,
17175,Illinois,Stark,65.746333046,5.601659751,91.710665259,9.2369477912,28.564647671,68.888888889,
17177,Illinois,Stephenson,65.317732933,5.0233756321,91.475879637,10.48323211,30.547084373,63.447482014,
17179,Illinois,Tazewell,69.510137726,4.53739237,94.000282852,8.4659572464,30.706363106,68.11541307,
17181,Illinois,Union,48.341968912,5.4438036292,87.035521362,7.8935361217,26.501892882,67.883880825,
17183,Illinois,Vermilion,48.027533549,5.8185466173,90.734550953,9.6911789797,30.446027059,54.544512564,
17185,Illinois,Wabash,72.090163934,3.4252749234,92.816829143,8.1876332623,31.166816617,63.883495146,
17187,Illinois,Warren,60.969314597,4.1838391408,86.571296724,6.8781500148,27.934814631,61.716738197,
17189,Illinois,Washington,73.768394114,2.7606098063,93.182972671,6.7805383023,26.913210774,72.065663475,
17191,Illinois,Wayne,64.478021978,4.5631768953,90.154200638,7.9553903346,38.3032227,67.61752988,
17193,Illinois,White,59.641255605,4.1159038525,86.544497317,9.405501331,37.832934047,69.03255814,
17195,Illinois,Whiteside,61.113833088,4.6595242419,91.01236476,8.3671244822,31.95320581,64.57891012,
17197,Illinois,Will,69.83238029,4.2119432208,91.503354642,10.455638554,29.540386342,71.1923672,
17199,Illinois,Williamson,72.69000854,4.4129489451,92.436134996,10.657800144,35.37987612,65.017387944,
17201,Illinois,Winnebago,60.71861297,6.168799194,88.646686243,12.193194292,34.624211566,62.250006093,
17203,Illinois,Woodford,77.558920642,3.9811877939,94.796170476,7.0353830299,28.371169692,73.890708499,
18000,Indiana,,63.10017805,3.3331657548,90.225459851,10.251562113,30.763840124,61.479982284,32
18001,Indiana,Adams,46.562938401,2.7187816051,86.968023391,8.0379225062,28.652335241,58.775594623,33
18003,Indiana,Allen,66.442894927,3.1327500871,90.329145354,9.2853293817,35.196543493,63.314735068,31.8
18005,Indiana,Bartholomew,65.01824256,2.7842069435,92.145597288,9.422444827,33.1739076,63.525596073,31.2
18007,Indiana,Benton,58.117195005,2.6065827259,89.587226091,8.5496183206,30.783504198,64.031128405,34.1
18009,Indiana,Blackford,51.083103584,3.9624608968,89.518143962,12.358393409,29.263113188,57.911255411,32.6
18011,Indiana,Boone,79.500313611,2.5043289484,94.99413375,7.887106128,29.456574012,80.644823616,27.8
18013,Indiana,Brown,57.750079898,3.2579871196,93.577525483,9.9920063949,31.765570203,72.661812298,31.9
18015,Indiana,Carroll,53.681307023,2.9298987317,89.726882019,5.2194997448,29.081405074,61.49611399,32.3
18017,Indiana,Cass,44.254112309,3.7347254891,85.780679854,8.440243079,34.115291351,56.019166974,32.9
18019,Indiana,Clark,62.914282308,3.0665716774,90.749647711,7.7626565052,35.214311609,65.399785274,32.5
18021,Indiana,Clay,55.604900459,3.4256622659,90.787687965,5.5876685934,31.798071108,61.182044888,32.9
18023,Indiana,Clinton,45.729922362,2.610476028,86.353604132,7.2224515064,33.03437741,58.912647862,33.6
18025,Indiana,Crawford,42.518981688,3.5521395929,85.585704831,9.5238095238,26.803405987,60.145985401,32.4
18027,Indiana,Daviess,46.633746838,2.3595175051,77.17641419,6.6811279826,26.023079528,52.200873362,34.4
18029,Indiana,Dearborn,65.757677463,3.2597065118,91.24982466,7.9595540576,24.512582044,66.378138075,32.2
18031,Indiana,Decatur,60.483619345,2.7078905875,90.543159294,6.7293419099,27.779339424,61.759235989,34
18033,Indiana,DeKalb,52.747354743,2.9505833596,92.293633871,6.8617497761,28.672769211,60.273299555,31.1
18035,Indiana,Delaware,63.810023828,3.8353765324,90.946513781,13.844610411,37.453324716,52.301931843,34.4
18037,Indiana,Dubois,62.487889944,2.5006820042,89.234393404,8.4969235277,25.837488683,70.191842657,31.6
18039,Indiana,Elkhart,44.380003905,3.9931953707,82.200934258,9.8121831036,35.257428316,53.546645551,32.8
18041,Indiana,Fayette,55.570547417,4.3817527011,85.876294979,11.395713539,30.744176049,56.704895105,33.3
18043,Indiana,Floyd,67.872523686,2.7924031591,92.545503452,7.6129896217,29.910895099,70.172905825,34
18045,Indiana,Fountain,60.329726945,3.0759728227,89.658134341,7.6414401176,31.342651419,62.906656164,32.6
18047,Indiana,Franklin,58.176470588,3.1487705643,88.72457257,5.6441579007,24.746953109,69.464544139,33.1
18049,Indiana,Fulton,46.178411752,3.4916640453,87.298773137,9.0734824281,34.108334163,61.409869084,32.9
18051,Indiana,Gibson,59.115331751,2.4101910828,90.722153136,7.2464898596,32.324399603,63.801816028,30.7
18053,Indiana,Grant,57.109021247,3.4799357945,88.76396776,11.108964451,35.404291654,52.440625603,33.1
18055,Indiana,Greene,59.227647964,3.9112754159,88.1415365,8.3064516129,31.546640727,59.053325345,31.6
18057,Indiana,Hamilton,87.064272704,2.5427677224,97.290970324,6.7021995943,28.905148023,84.453876627,29.2
18059,Indiana,Hancock,75.951060983,2.8011204482,93.492144478,6.0541775457,28.292151701,73.971729012,29
18061,Indiana,Harrison,60.269290523,2.847164961,91.781552018,4.8625792812,27.243084183,65.435731609,30.2
18063,Indiana,Hendricks,71.996050277,2.6561199001,93.487476552,6.7129075979,34.157548545,72.497542595,32.3
18065,Indiana,Henry,52.895784932,3.412462908,90.632592974,7.3036792971,31.046931408,55.211341559,32.3
18067,Indiana,Howard,61.1531477,5.0029603316,92.067249542,8.9917066783,35.487749399,64.435810007,32.7
18069,Indiana,Huntington,62.014549524,2.975540511,93.036178766,6.9303583502,30.642435742,63.156216791,31.6
18071,Indiana,Jackson,56.36106959,2.8415300546,89.168684423,7.7405857741,32.3742348,60.326121041,33.8
18073,Indiana,Jasper,58.766476001,3.575425942,93.067318606,6.4997981429,29.461393898,61.190193752,32.6
18075,Indiana,Jay,45.344943068,3.0601950454,86.866805721,7.7447335812,29.960675078,54.995125122,34.6
18077,Indiana,Jefferson,50.079705702,3.1001062135,88.631959695,8.2605242256,33.221244349,57.976331361,33.3
18079,Indiana,Jennings,51.021608114,3.3677229182,87.601615356,8.3292017848,35.054704595,58.227186312,32
18081,Indiana,Johnson,68.461933353,2.6733766751,92.745325409,8.7380286465,31.454251931,67.856799406,29.8
18083,Indiana,Knox,54.62962963,2.9823290038,90.095701675,8.6236050051,32.610670487,55.923856095,32.6
18085,Indiana,Kosciusko,57.073882211,3.3696534422,88.032750527,8.0965494897,32.658196518,61.909869388,31.1
18087,Indiana,LaGrange,28.197770665,3.0949433387,60.570180963,6.5605095541,23.829797646,40.537552421,34.6
18089,Indiana,Lake,60.925102068,5.0045634981,90.223135987,12.320786125,37.746812755,61.353677076,33.7
18091,Indiana,LaPorte,51.31446081,3.9808716809,90.494051678,9.7082847141,34.42776151,58.386429458,33.1
18093,Indiana,Lawrence,57.433925997,3.831798955,90.35098676,7.1995679179,29.397456818,59.552471321,33.7
18095,Indiana,Madison,52.737977231,3.5729539705,90.481111244,11.937630351,35.651612903,51.798179818,32.2
18097,Indiana,Marion,64.329685128,3.293726793,87.697761387,14.446771241,39.645627354,58.447379672,32.3
18099,Indiana,Marshall,50.497017893,3.3952458039,86.118724406,8.2808280828,31.741724677,60.193324271,32.3
18101,Indiana,Martin,59.08045977,2.8410159925,88.712264839,7.8451612903,25.21934869,65.072738773,32.1
18103,Indiana,Miami,50.143646409,3.9327009624,87.453287747,7.9157088123,31.962831172,52.145559359,31.4
18105,Indiana,Monroe,80.155179249,3.2631727645,94.826963804,18.624338624,45.373474477,54.374892371,31
18107,Indiana,Montgomery,55.271135062,2.7786582145,88.941493457,8.6856768273,28.230465622,59.334138347,33.6
18109,Indiana,Morgan,56.515330189,3.0274937755,90.439358272,8.3037217131,31.787365385,67.091566936,32
18111,Indiana,Newton,47.118332311,3.8827838828,88.357400722,8.2144163922,31.23835338,61.829268293,32.5
18113,Indiana,Noble,44.858342078,3.6674707406,82.631957698,5.6382369777,28.03608185,56.053746166,32.2
18115,Indiana,Ohio,74.171686747,2.9684601113,93.477272727,6.8,28.743445878,64.873417722,32.5
18117,Indiana,Orange,55.587519363,3.4287094048,85.750617643,5.5979643766,33.479497908,58.76247505,32.5
18119,Indiana,Owen,53.293536435,3.6728592782,87.039641944,7.9374624173,34.973573024,60.408661177,33.5
18121,Indiana,Parke,40.02084419,3.2572842221,84.062743739,9.5359417652,24.579864486,53.59572029,31.5
18123,Indiana,Perry,56.577645895,2.967032967,91.192913672,6.9524447421,25.574503154,58.127290903,32.6
18125,Indiana,Pike,50.685439052,3.2655154727,90.236789922,5.3831041257,24.187601175,64.556305138,31.6
18127,Indiana,Porter,67.5648321,3.6875651872,93.809484536,10.128108515,34.454268369,66.725028924,31.2
18129,Indiana,Posey,71.830985915,2.7062250843,93.265260574,8.3751253761,23.298525476,66.916076845,31.1
18131,Indiana,Pulaski,52.304964539,2.8830674667,89.533417402,6.9655891554,24.276346671,60.353430353,33.5
18133,Indiana,Putnam,55.964856568,3.1597425395,90.821961032,5.4655107426,28.819885967,56.2514828,33.1
18135,Indiana,Randolph,55.659875996,3.2475856764,90.632524814,7.7243430838,30.120051086,59.308866863,33.4
18137,Indiana,Ripley,55.064429128,3.4823120657,90.623582195,9.8597919493,28.491828747,66.392184229,32.6
18139,Indiana,Rush,52.724968314,2.7383592018,90.838852097,9.0909090909,30.364632765,61.655654878,32.3
18141,Indiana,St. Joseph,66.299600744,3.8745275888,91.19480607,10.965684641,37.266016945,58.276062606,32.1
18143,Indiana,Scott,47.034182306,3.4664657121,84.03761387,8.854718982,30.132302186,55.28548124,32.5
18145,Indiana,Shelby,59.575037943,2.7540162737,90.363693865,8.3759227712,31.894672108,59.346890307,31.6
18147,Indiana,Spencer,66.805525104,2.9491367242,93.078607246,6.1853035144,21.477532369,68.115117015,29.9
18149,Indiana,Starke,49.759615385,4.1248836969,85.847494019,8.7644552648,26.887477758,58.934707904,31.7
18151,Indiana,Steuben,57.549452113,2.6893339096,92.127077635,7.6047024247,30.810735057,59.408197023,31.5
18153,Indiana,Sullivan,51.323400526,3.7669512808,88.095395389,9.979770735,32.810914993,54.197047303,31.2
18155,Indiana,Switzerland,39.591315453,3.2463399109,82.394263135,8.9130434783,28.540825985,51.474597274,32.9
18157,Indiana,Tippecanoe,70.54850156,2.9379123873,91.950686135,14.64508273,42.105348487,51.969741053,32.2
18159,Indiana,Tipton,61.098332375,2.9620590193,91.733139956,4.6776859504,26.757494619,68.547297297,32.4
18161,Indiana,Union,62.477007971,2.9249448124,89.858818851,6.9039145907,29.244524193,62.926829268,31.6
18163,Indiana,Vanderburgh,65.778199852,3.1646806017,91.371968004,12.617724868,37.770628498,55.71961544,34.6
18165,Indiana,Vermillion,51.45631068,4.1305998481,92.606250576,6.1111111111,31.89826873,62.393661384,31.8
18167,Indiana,Vigo,60.344629523,3.7839614373,90.412020053,12.526026086,41.413204382,52.277251469,33.3
18169,Indiana,Wabash,55.420131919,3.0798071773,91.813433181,8.3037156704,29.588910134,59.40900754,31.7
18171,Indiana,Warren,65.794871795,2.9425952726,92.01986755,6.6846522782,26.026755853,69.3871218,31.8
18173,Indiana,Warrick,74.85225701,2.9342650424,95.494650316,6.8617350093,27.564638631,72.89947204,28.7
18175,Indiana,Washington,53.655274889,3.0524505589,88.073301094,7.7772443591,32.581444632,56.473598511,32.7
18177,Indiana,Wayne,58.114020767,3.4475765565,88.344993489,11.15718055,36.647405393,54.663770119,33.5
18179,Indiana,Wells,54.345891427,2.6899611758,93.309563758,8.0758807588,28.611115089,67.289272031,31.2
18181,Indiana,White,58.140417457,2.6804887079,90.296749882,7.9030558483,30.356157848,62.695115104,33.5
18183,Indiana,Whitley,61.261806733,2.7443105756,92.093275941,5.9694925198,27.115268716,67.627118644,30.1
19000,Iowa,,70.258487934,2.9423671147,93.220246338,9.4050018013,22.850817141,72.915161119,34.9
19001,Iowa,Adair,61.715976331,2.3782559456,94.540612517,8.7412587413,23.02682952,76.361974406,34.4
19003,Iowa,Adams,72.820512821,2.2395326193,92.574444026,6.6181336863,25.287465102,75.130434783,36.9
19005,Iowa,Allamakee,62.989203779,3.840742825,92.543950362,7.7989601386,23.820632452,72.268743914,33.4
19007,Iowa,Appanoose,54.538520214,3.2680822827,89.687322342,12.083333333,27.886287503,67.593360996,35.1
19009,Iowa,Audubon,73.327464789,2.2425773847,92.027729636,7.0274636511,24.06543854,78.350515464,34.5
19011,Iowa,Benton,70.150285023,3.323843964,94.701949861,5.8988482724,18.551711361,75.087179487,33.9
19013,Iowa,Black Hawk,70.723104056,3.2114742366,93.252463988,12.570942111,26.85272426,67.524842831,35
19015,Iowa,Boone,71.399176955,2.4786210583,95.728196,5.7061880019,20.663987284,74.738124239,35.8
19017,Iowa,Bremer,75.948290526,2.5149527996,95.861486486,6.6771159875,19.711623221,75.622563036,34.4
19019,Iowa,Buchanan,67.846850556,2.9225697229,94.636291544,7.5968992248,19.396283675,69.802397149,35.4
19021,Iowa,Buena Vista,50.718562874,2.3609740046,80.54620563,6.5284280936,23.555298381,67.135224003,36.3
19023,Iowa,Butler,69.859594384,3.0844553244,93.56846473,8.5,21.64500979,72.530228392,34.3
19025,Iowa,Calhoun,64.861460957,2.7228915663,93.712829227,5.621761658,24.347060396,69.734748011,34.9
19027,Iowa,Carroll,65.579951209,2.3542813746,95.017438964,8.3889528193,24.292139922,74.449917898,35.9
19029,Iowa,Cass,65.046132009,2.6737967914,93.013906997,10.254163015,25.157539196,72.723638181,37.3
19031,Iowa,Cedar,62.094531974,2.9753957658,95.767515683,7.5767918089,21.076925055,75.10877193,36.9
19033,Iowa,Cerro Gordo,60.795220437,3.0665163472,94.474002024,7.7683397683,24.78744795,71.068975814,37.1
19035,Iowa,Cherokee,63.657230298,2.4713584288,93.069901513,6.7322834646,20.986651851,73.816534541,35.1
19037,Iowa,Chickasaw,61.309762957,2.4862721171,93.194037146,7.1285140562,21.53724829,73.392363033,34.6
19039,Iowa,Clarke,49.786830886,2.85600952,86.10158928,12.249322493,23.019551272,69.80568012,37.3
19041,Iowa,Clay,70.048701299,2.8914538883,94.897690349,9.5806680881,21.231307535,72.564724919,35.6
19043,Iowa,Clayton,58.288004581,3.9761431412,90.807138179,8.9224433768,23.852067949,70.544117647,36.8
19045,Iowa,Clinton,65.85975024,3.7497713554,92.664535948,9.0334474585,23.161189358,68.967732924,35.9
19047,Iowa,Crawford,58.467966574,4.7985629972,83.993601204,6.2051282051,23.637213651,65.243958048,37.3
19049,Iowa,Dallas,85.82077914,2.2093999927,96.080576463,6.5024500066,17.830686277,90.227089708,31.6
19051,Iowa,Davis,55.808080808,2.4469067405,80.308339173,4.9331635901,24.732720976,64.802527646,38.1
19053,Iowa,Decatur,59.189012426,2.4457775727,89.033340323,9.5191040843,27.475233877,62.720527617,35.6
19055,Iowa,Delaware,64.881933004,2.6232343615,92.175055423,8.9530685921,22.766408515,76.887009992,34.4
19057,Iowa,Des Moines,64.635629769,4.1613209126,93.964014098,12.511117699,26.454231918,66.775974569,38.4
19059,Iowa,Dickinson,73.611845584,2.8962414472,97.313119183,9.1629519564,20.094659054,81.744820065,32.4
19061,Iowa,Dubuque,74.973935527,2.9051220474,94.074608254,9.8496432212,22.444294767,73.149755833,36.6
19063,Iowa,Emmet,58.53899309,3.1392931393,87.668739572,8.5505735141,24.627642276,68.352112676,37.3
19065,Iowa,Fayette,56.681916687,3.2230462065,93.430656934,9.552238806,25.634832456,66.837270341,34.7
19067,Iowa,Floyd,58.860569715,3.3651551313,94.685856629,6.196969697,21.539759107,66.32535095,36.7
19069,Iowa,Franklin,61.921014139,2.7704716816,91.632413388,4.1591784339,21.155389141,69.418132612,35.1
19071,Iowa,Fremont,65.570007651,2.3035230352,94.962805526,6.3579566336,21.618211815,71.758139535,34.9
19073,Iowa,Greene,68.010471204,2.2465546536,93.003851091,9.1917591125,24.892996417,73.770970095,36.2
19075,Iowa,Grundy,74.435567906,2.7890943278,97.205728257,5.5932880543,19.588620473,77.486687966,35.4
19077,Iowa,Guthrie,73.582358236,2.9744303357,94.896497852,9.1299435028,20.66848655,77.932721713,34.5
19079,Iowa,Hamilton,66.535433071,2.7293512432,92.562141491,6.316680779,22.014191911,70.69870939,35
19081,Iowa,Hancock,65.751144403,2.7674294838,91.56046814,7.3799126638,23.576398594,74.676346038,36.2
19083,Iowa,Hardin,68.248557944,3.0870445344,93.694726499,8.3734500365,23.29499433,68.696981276,35.7
19085,Iowa,Harrison,68.424279583,2.7151211362,93.511712241,8.3361629881,25.841397551,75.265343793,34.7
19087,Iowa,Henry,61.05374078,3.3031723536,91.43890094,6.5780730897,23.081963216,65.455737705,33.4
19089,Iowa,Howard,62.570621469,3.187476424,91.800440667,5.1053484603,22.27617243,72.804698972,35
19091,Iowa,Humboldt,66.949531041,2.6706827309,93.577981651,6.7639902676,20.462749111,74.922644163,37.3
19093,Iowa,Ida,71.174863388,2.0923705027,93.363019508,4.9657534247,21.277969623,74.883268482,35.8
19095,Iowa,Iowa,71.891891892,2.7657212072,94.743644981,7.7151335312,20.866094751,78.691437803,36.7
19097,Iowa,Jackson,62.524084778,3.4746482863,93.832535191,7.3617291799,20.28968095,74.208597134,35.9
19099,Iowa,Jasper,57.81266463,3.0397255133,93.369626431,7.2835611637,21.677210819,71.183212837,34.7
19101,Iowa,Jefferson,81.17816092,2.6842988256,95.383830655,12.133637054,27.045712517,69.021571649,34.6
19103,Iowa,Johnson,85.536053131,2.4036077183,96.244650306,14.962216625,23.241143776,76.134743724,35.9
